county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
Randolph,BUTLER,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,2,0,2,0,0
Randolph,COLUMBIA,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,27,1,22,0,4
Randolph,CURRENT RIVER,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,13,0,11,0,2
Randolph,DALTON,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,18,1,14,0,3
Randolph,ELEVEN POINT,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,17,0,10,0,7
Randolph,FOSTER,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,19,1,12,0,6
Randolph,INGRAM,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,5,0,3,0,2
Randolph,JACKSON,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,7,0,5,0,2
Randolph,JANES CREEK,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,16,0,16,0,0
Randolph,LITTLE BLACK,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,5,2,2,0,1
Randolph,OKEAN,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,6,0,6,0,0
Randolph,REYNO,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,10,0,2
Randolph,RICHARDSON,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,24,0,16,0,8
Randolph,EAST ROANOKE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,2,6,0,4
Randolph,WEST ROANOKE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,26,1,16,0,9
Randolph,RUNNING LAKE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,5,1,3,0,1
Randolph,SHILOH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,29,1,14,0,14
Randolph,SILOAM,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,5,0,3,0,2
Randolph,SPRING RIVER,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,9,0,3
Randolph,UNION,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,1,0,0,0,1
Randolph,WARM SPRINGS,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,10,2,6,0,2
Randolph,WATER VALLEY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,3,9,0,0
Randolph,WILEY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,3,2,0,0,1
Randolph,WARD 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,54,1,16,0,37
Randolph,WARD 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,31,1,16,0,14
Randolph,WARD 3,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,70,3,16,0,51
Randolph,DEMUN RURAL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,49,1,14,0,34
Randolph,BAKER,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,5,0,4,0,1
Randolph,BRISTOW,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,9,0,3,0,6
Randolph,BUTLER,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,1,0,0,0,1
Randolph,COLUMBIA,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,60,1,41,0,18
Randolph,CURRENT RIVER,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,32,1,30,0,1
Randolph,DALTON,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,38,3,26,0,9
Randolph,ELEVEN POINT,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,25,1,20,0,4
Randolph,FOSTER,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,70,5,35,0,30
Randolph,INGRAM,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,16,0,11,0,5
Randolph,JACKSON,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,13,1,11,0,1
Randolph,JANES CREEK,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,26,0,17,0,9
Randolph,LITTLE BLACK,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,40,1,23,0,16
Randolph,OKEAN,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,19,0,19,0,0
Randolph,REYNO,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,51,2,48,0,1
Randolph,RICHARDSON,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,96,3,66,0,27
Randolph,EAST ROANOKE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,29,0,18,0,11
Randolph,WEST ROANOKE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,58,0,44,0,14
Randolph,RUNNING LAKE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,23,0,16,0,7
Randolph,SHILOH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,109,6,28,0,75
Randolph,SILOAM,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,23,3,15,0,5
Randolph,SPRING RIVER,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,25,1,18,0,6
Randolph,UNION,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,2,0,1,0,1
Randolph,WARM SPRINGS,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,18,1,14,0,3
Randolph,WATER VALLEY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,26,0,19,0,7
Randolph,WILEY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,6,0,1,0,5
Randolph,WARD 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,157,15,53,0,89
Randolph,WARD 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,135,9,36,0,90
Randolph,WARD 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,249,12,66,0,171
Randolph,DEMUN RURAL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,179,14,71,0,94
Randolph,BAKER,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,2,0,1,0,1
Randolph,BRISTOW,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,5,0,2,0,3
Randolph,BUTLER,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,0,0,0,0,0
Randolph,COLUMBIA,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,49,0,32,0,17
Randolph,CURRENT RIVER,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,27,0,24,0,3
Randolph,DALTON,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,25,2,19,0,4
Randolph,ELEVEN POINT,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,25,0,16,0,9
Randolph,FOSTER,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,50,3,19,0,28
Randolph,INGRAM,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,12,0,7,0,5
Randolph,JACKSON,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,10,1,9,0,0
Randolph,JANES CREEK,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,18,0,14,0,4
Randolph,LITTLE BLACK,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,11,0,7,0,4
Randolph,OKEAN,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,11,0,11,0,0
Randolph,REYNO,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,38,2,35,0,1
Randolph,RICHARDSON,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,72,2,48,0,22
Randolph,EAST ROANOKE,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,22,2,13,0,7
Randolph,WEST ROANOKE,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,50,0,34,0,16
Randolph,RUNNING LAKE,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,14,0,10,0,4
Randolph,SHILOH,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,74,0,26,0,48
Randolph,SILOAM,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,11,2,7,0,2
Randolph,SPRING RIVER,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,18,1,12,0,5
Randolph,UNION,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,1,0,0,0,1
Randolph,WARM SPRINGS,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,13,2,9,0,2
Randolph,WATER VALLEY,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,25,3,18,0,4
Randolph,WILEY,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,4,0,1,0,3
Randolph,WARD 1,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,113,6,35,0,72
Randolph,WARD 2,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,89,3,22,0,64
Randolph,WARD 3,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,156,5,40,0,111
Randolph,DEMUN RURAL,Court of Appeals Associate Judge District 2,Position 2,,District Judge Mitch Cash,120,2,49,0,69
Randolph,BAKER,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,5,0,4,0,1
Randolph,BRISTOW,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,5,0,1,0,4
Randolph,BUTLER,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,3,0,2,0,1
Randolph,COLUMBIA,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,38,2,31,0,5
Randolph,CURRENT RIVER,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,18,1,17,0,0
Randolph,DALTON,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,29,2,19,0,8
Randolph,ELEVEN POINT,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,15,1,11,0,3
Randolph,FOSTER,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,43,3,30,0,10
Randolph,INGRAM,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,9,0,7,0,2
Randolph,JACKSON,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,11,0,9,0,2
Randolph,JANES CREEK,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,24,0,19,0,5
Randolph,LITTLE BLACK,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,35,5,18,0,12
Randolph,OKEAN,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,14,0,14,0,0
Randolph,REYNO,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,22,0,20,0,2
Randolph,RICHARDSON,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,43,0,33,0,10
Randolph,EAST ROANOKE,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,18,0,12,0,6
Randolph,WEST ROANOKE,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,36,1,26,0,9
Randolph,RUNNING LAKE,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,14,1,9,0,4
Randolph,SHILOH,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,65,7,18,0,40
Randolph,SILOAM,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,18,1,11,0,6
Randolph,SPRING RIVER,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,18,0,14,0,4
Randolph,UNION,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,2,0,1,0,1
Randolph,WARM SPRINGS,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,15,1,11,0,3
Randolph,WATER VALLEY,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,14,0,10,0,4
Randolph,WILEY,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,5,2,0,0,3
Randolph,WARD 1,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,99,10,36,0,53
Randolph,WARD 2,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,75,7,29,0,39
Randolph,WARD 3,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,154,7,41,0,106
Randolph,DEMUN RURAL,Court of Appeals Associate Judge District 2,Position 2,,Judge Rhonda Wood,106,12,35,0,59
Randolph,BAKER,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,7,0,5,0,2
Randolph,BRISTOW,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,12,0,4,0,8
Randolph,BUTLER,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,2,0,2,0,0
Randolph,COLUMBIA,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,70,2,51,0,17
Randolph,CURRENT RIVER,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,43,1,39,0,3
Randolph,DALTON,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,40,3,26,0,11
Randolph,ELEVEN POINT,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,38,1,27,0,10
Randolph,FOSTER,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,71,5,38,0,28
Randolph,INGRAM,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,19,0,13,0,6
Randolph,JACKSON,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,15,1,11,0,3
Randolph,JANES CREEK,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,37,0,28,0,9
Randolph,LITTLE BLACK,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,39,5,20,0,14
Randolph,OKEAN,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,21,0,21,0,0
Randolph,REYNO,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,50,2,46,0,2
Randolph,RICHARDSON,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,99,2,65,0,32
Randolph,EAST ROANOKE,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,29,2,18,0,9
Randolph,WEST ROANOKE,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,66,1,44,0,21
Randolph,RUNNING LAKE,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,27,1,18,0,8
Randolph,SHILOH,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,114,6,34,0,74
Randolph,SILOAM,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,24,3,16,0,5
Randolph,SPRING RIVER,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,32,0,23,0,9
Randolph,UNION,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,3,0,1,0,2
Randolph,WARM SPRINGS,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,22,2,15,0,5
Randolph,WATER VALLEY,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,33,3,25,0,5
Randolph,WILEY,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,9,2,1,0,6
Randolph,WARD 1,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,180,15,58,0,107
Randolph,WARD 2,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,139,10,41,0,88
Randolph,WARD 3,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,289,15,77,0,197
Randolph,DEMUN RURAL,UNOPPOSED NONPARTISAN CANDIDATES,,,FOR,200,13,77,0,110
