county,precinct,office,district,party,candidate,votes,absentee,provisional,election_day,early_vote
Clay,North St. Francis,U.S. Congress District 1,,REP,Congressman Rick Crawford,679,21,0,274,384
Clay,South St. Francis,U.S. Congress District 1,,REP,Congressman Rick Crawford,356,4,1,147,204
Clay,East Oak Bluff & Blue Cane,U.S. Congress District 1,,REP,Congressman Rick Crawford,201,2,0,143,56
Clay,West Oak Bluff,U.S. Congress District 1,,REP,Congressman Rick Crawford,228,0,0,194,34
Clay,Bennett and Lemmons,U.S. Congress District 1,,REP,Congressman Rick Crawford,87,0,0,62,25
Clay,Bradshaw & Haywood,U.S. Congress District 1,,REP,Congressman Rick Crawford,137,1,1,102,33
Clay,Johnson,U.S. Congress District 1,,REP,Congressman Rick Crawford,70,3,0,55,12
Clay,Knob,U.S. Congress District 1,,REP,Congressman Rick Crawford,36,2,0,29,5
Clay,Liddell & Chalk Bluff,U.S. Congress District 1,,REP,Congressman Rick Crawford,131,1,1,78,51
Clay,Payne & Swain,U.S. Congress District 1,,REP,Congressman Rick Crawford,78,1,0,32,45
Clay,Pollard,U.S. Congress District 1,,REP,Congressman Rick Crawford,130,0,0,98,32
Clay,Brown & Carpenter,U.S. Congress District 1,,REP,Congressman Rick Crawford,79,1,1,62,15
Clay,Cache & Wilson,U.S. Congress District 1,,REP,Congressman Rick Crawford,44,0,0,36,8
Clay,Clark,U.S. Congress District 1,,REP,Congressman Rick Crawford,38,1,0,31,6
Clay,Nelson,U.S. Congress District 1,,REP,Congressman Rick Crawford,29,0,0,15,14
Clay,N Kilgore & Cleveland,U.S. Congress District 1,,REP,Congressman Rick Crawford,458,5,7,196,250
Clay,S Kilgore & Gleghorn,U.S. Congress District 1,,REP,Congressman Rick Crawford,401,2,4,149,246
Clay,North St. Francis,U.S. Congress District 1,,DEM,Chintan Desai,167,1,0,52,114
Clay,South St. Francis,U.S. Congress District 1,,DEM,Chintan Desai,101,0,0,49,52
Clay,East Oak Bluff & Blue Cane,U.S. Congress District 1,,DEM,Chintan Desai,81,5,0,57,19
Clay,West Oak Bluff,U.S. Congress District 1,,DEM,Chintan Desai,95,0,0,73,22
Clay,Bennett and Lemmons,U.S. Congress District 1,,DEM,Chintan Desai,20,0,0,17,3
Clay,Bradshaw & Haywood,U.S. Congress District 1,,DEM,Chintan Desai,14,0,0,6,8
Clay,Johnson,U.S. Congress District 1,,DEM,Chintan Desai,9,0,0,8,1
Clay,Knob,U.S. Congress District 1,,DEM,Chintan Desai,9,0,0,8,1
Clay,Liddell & Chalk Bluff,U.S. Congress District 1,,DEM,Chintan Desai,23,0,0,16,7
Clay,Payne & Swain,U.S. Congress District 1,,DEM,Chintan Desai,14,0,0,8,6
Clay,Pollard,U.S. Congress District 1,,DEM,Chintan Desai,34,1,0,24,9
Clay,Brown & Carpenter,U.S. Congress District 1,,DEM,Chintan Desai,22,0,0,18,4
Clay,Cache & Wilson,U.S. Congress District 1,,DEM,Chintan Desai,17,2,0,12,3
Clay,Clark,U.S. Congress District 1,,DEM,Chintan Desai,11,0,0,9,2
Clay,Nelson,U.S. Congress District 1,,DEM,Chintan Desai,10,0,0,8,2
Clay,N Kilgore & Cleveland,U.S. Congress District 1,,DEM,Chintan Desai,119,2,2,49,66
Clay,S Kilgore & Gleghorn,U.S. Congress District 1,,DEM,Chintan Desai,96,5,1,29,61
Clay,North St. Francis,U.S. Congress District 1,,LIB,Elvis Presley,22,1,0,13,8
Clay,South St. Francis,U.S. Congress District 1,,LIB,Elvis Presley,20,2,0,9,9
Clay,East Oak Bluff & Blue Cane,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,1,0
Clay,West Oak Bluff,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,3,1
Clay,Bennett and Lemmons,U.S. Congress District 1,,LIB,Elvis Presley,3,0,0,2,1
Clay,Bradshaw & Haywood,U.S. Congress District 1,,LIB,Elvis Presley,7,0,0,6,1
Clay,Johnson,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,1,0
Clay,Knob,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0
Clay,Liddell & Chalk Bluff,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,1,3
Clay,Payne & Swain,U.S. Congress District 1,,LIB,Elvis Presley,2,0,0,2,0
Clay,Pollard,U.S. Congress District 1,,LIB,Elvis Presley,3,0,0,3,0
Clay,Brown & Carpenter,U.S. Congress District 1,,LIB,Elvis Presley,6,0,0,6,0
Clay,Cache & Wilson,U.S. Congress District 1,,LIB,Elvis Presley,2,0,0,2,0
Clay,Clark,U.S. Congress District 1,,LIB,Elvis Presley,4,1,0,3,0
Clay,Nelson,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0,0
Clay,N Kilgore & Cleveland,U.S. Congress District 1,,LIB,Elvis Presley,7,0,0,2,5
Clay,S Kilgore & Gleghorn,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,1,3
Clay,North St. Francis,Governor,,REP,Governor Asa Hutchinson,676,19,0,270,387
Clay,South St. Francis,Governor,,REP,Governor Asa Hutchinson,355,4,2,151,198
Clay,East Oak Bluff & Blue Cane,Governor,,REP,Governor Asa Hutchinson,205,2,0,148,55
Clay,West Oak Bluff,Governor,,REP,Governor Asa Hutchinson,235,0,0,204,31
Clay,Bennett and Lemmons,Governor,,REP,Governor Asa Hutchinson,90,0,0,65,25
Clay,Bradshaw & Haywood,Governor,,REP,Governor Asa Hutchinson,134,1,1,100,32
Clay,Johnson,Governor,,REP,Governor Asa Hutchinson,66,3,0,52,11
Clay,Knob,Governor,,REP,Governor Asa Hutchinson,37,2,0,30,5
Clay,Liddell & Chalk Bluff,Governor,,REP,Governor Asa Hutchinson,135,1,1,78,55
Clay,Payne & Swain,Governor,,REP,Governor Asa Hutchinson,79,1,0,33,45
Clay,Pollard,Governor,,REP,Governor Asa Hutchinson,130,0,0,97,33
Clay,Brown & Carpenter,Governor,,REP,Governor Asa Hutchinson,80,1,1,68,10
Clay,Cache & Wilson,Governor,,REP,Governor Asa Hutchinson,44,0,0,38,6
Clay,Clark,Governor,,REP,Governor Asa Hutchinson,41,2,0,32,7
Clay,Nelson,Governor,,REP,Governor Asa Hutchinson,30,0,0,16,14
Clay,N Kilgore & Cleveland,Governor,,REP,Governor Asa Hutchinson,471,7,7,193,264
Clay,S Kilgore & Gleghorn,Governor,,REP,Governor Asa Hutchinson,410,3,3,148,256
Clay,North St. Francis,Governor,,LIB,Mark West,27,0,0,15,12
Clay,South St. Francis,Governor,,LIB,Mark West,15,1,0,10,4
Clay,East Oak Bluff & Blue Cane,Governor,,LIB,Mark West,5,0,0,4,1
Clay,West Oak Bluff,Governor,,LIB,Mark West,8,0,0,3,5
Clay,Bennett and Lemmons,Governor,,LIB,Mark West,4,0,0,3,1
Clay,Bradshaw & Haywood,Governor,,LIB,Mark West,8,0,0,7,1
Clay,Johnson,Governor,,LIB,Mark West,3,0,0,2,1
Clay,Knob,Governor,,LIB,Mark West,1,0,0,0,1
Clay,Liddell & Chalk Bluff,Governor,,LIB,Mark West,5,0,0,4,1
Clay,Payne & Swain,Governor,,LIB,Mark West,2,0,0,1,1
Clay,Pollard,Governor,,LIB,Mark West,5,0,0,4,1
Clay,Brown & Carpenter,Governor,,LIB,Mark West,2,0,0,1,1
Clay,Cache & Wilson,Governor,,LIB,Mark West,4,0,0,3,1
Clay,Clark,Governor,,LIB,Mark West,2,0,0,1,1
Clay,Nelson,Governor,,LIB,Mark West,3,0,0,3,0
Clay,N Kilgore & Cleveland,Governor,,LIB,Mark West,23,0,1,11,11
Clay,S Kilgore & Gleghorn,Governor,,LIB,Mark West,15,0,0,9,6
Clay,North St. Francis,Governor,,DEM,Jared K. Henderson,163,4,0,51,108
Clay,South St. Francis,Governor,,DEM,Jared K. Henderson,111,1,0,47,63
Clay,East Oak Bluff & Blue Cane,Governor,,DEM,Jared K. Henderson,76,5,0,52,19
Clay,West Oak Bluff,Governor,,DEM,Jared K. Henderson,83,0,0,63,20
Clay,Bennett and Lemmons,Governor,,DEM,Jared K. Henderson,18,0,0,15,3
Clay,Bradshaw & Haywood,Governor,,DEM,Jared K. Henderson,17,0,0,8,9
Clay,Johnson,Governor,,DEM,Jared K. Henderson,10,0,0,10,0
Clay,Knob,Governor,,DEM,Jared K. Henderson,7,0,0,7,0
Clay,Liddell & Chalk Bluff,Governor,,DEM,Jared K. Henderson,18,0,0,13,5
Clay,Payne & Swain,Governor,,DEM,Jared K. Henderson,13,0,0,8,5
Clay,Pollard,Governor,,DEM,Jared K. Henderson,33,1,0,25,7
Clay,Brown & Carpenter,Governor,,DEM,Jared K. Henderson,26,0,0,18,8
Clay,Cache & Wilson,Governor,,DEM,Jared K. Henderson,14,2,0,8,4
Clay,Clark,Governor,,DEM,Jared K. Henderson,10,0,0,10,0
Clay,Nelson,Governor,,DEM,Jared K. Henderson,6,0,0,4,2
Clay,N Kilgore & Cleveland,Governor,,DEM,Jared K. Henderson,99,0,1,40,58
Clay,S Kilgore & Gleghorn,Governor,,DEM,Jared K. Henderson,78,4,2,21,51
Clay,North St. Francis,Lieutenant Governor,,DEM,Anthony Bland,213,4,0,65,144
Clay,South St. Francis,Lieutenant Governor,,DEM,Anthony Bland,124,0,0,58,66
Clay,East Oak Bluff & Blue Cane,Lieutenant Governor,,DEM,Anthony Bland,88,5,0,61,22
Clay,West Oak Bluff,Lieutenant Governor,,DEM,Anthony Bland,100,0,0,78,22
Clay,Bennett and Lemmons,Lieutenant Governor,,DEM,Anthony Bland,20,0,0,16,4
Clay,Bradshaw & Haywood,Lieutenant Governor,,DEM,Anthony Bland,21,0,1,11,9
Clay,Johnson,Lieutenant Governor,,DEM,Anthony Bland,11,0,0,10,1
Clay,Knob,Lieutenant Governor,,DEM,Anthony Bland,12,0,0,11,1
Clay,Liddell & Chalk Bluff,Lieutenant Governor,,DEM,Anthony Bland,33,0,0,22,11
Clay,Payne & Swain,Lieutenant Governor,,DEM,Anthony Bland,17,0,0,10,7
Clay,Pollard,Lieutenant Governor,,DEM,Anthony Bland,34,1,0,25,8
Clay,Brown & Carpenter,Lieutenant Governor,,DEM,Anthony Bland,30,0,0,25,5
Clay,Cache & Wilson,Lieutenant Governor,,DEM,Anthony Bland,21,2,0,15,4
Clay,Clark,Lieutenant Governor,,DEM,Anthony Bland,12,0,0,10,2
Clay,Nelson,Lieutenant Governor,,DEM,Anthony Bland,10,0,0,8,2
Clay,N Kilgore & Cleveland,Lieutenant Governor,,DEM,Anthony Bland,136,2,2,49,83
Clay,S Kilgore & Gleghorn,Lieutenant Governor,,DEM,Anthony Bland,110,6,1,32,71
Clay,North St. Francis,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,617,18,0,254,345
Clay,South St. Francis,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,331,4,2,138,187
Clay,East Oak Bluff & Blue Cane,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,192,2,0,137,53
Clay,West Oak Bluff,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,224,0,0,192,32
Clay,Bennett and Lemmons,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,92,0,0,68,24
Clay,Bradshaw & Haywood,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,132,1,0,99,32
Clay,Johnson,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,67,3,0,52,12
Clay,Knob,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,33,2,0,26,5
Clay,Liddell & Chalk Bluff,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,120,1,1,70,48
Clay,Payne & Swain,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,76,1,0,32,43
Clay,Pollard,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,130,0,0,98,32
Clay,Brown & Carpenter,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,74,1,0,61,12
Clay,Cache & Wilson,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,38,0,0,31,7
Clay,Clark,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,37,2,0,29,6
Clay,Nelson,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,29,0,0,15,14
Clay,N Kilgore & Cleveland,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,441,5,6,190,240
Clay,S Kilgore & Gleghorn,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,382,1,4,143,234
Clay,North St. Francis,Lieutenant Governor,,LIB,Frank Gilbert,29,1,0,15,13
Clay,South St. Francis,Lieutenant Governor,,LIB,Frank Gilbert,18,2,0,10,6
Clay,East Oak Bluff & Blue Cane,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,3,1
Clay,West Oak Bluff,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,1,3
Clay,Bennett and Lemmons,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,1
Clay,Bradshaw & Haywood,Lieutenant Governor,,LIB,Frank Gilbert,6,0,0,5,1
Clay,Johnson,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1,0
Clay,Knob,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Clay,Liddell & Chalk Bluff,Lieutenant Governor,,LIB,Frank Gilbert,3,0,0,3,0
Clay,Payne & Swain,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,1
Clay,Pollard,Lieutenant Governor,,LIB,Frank Gilbert,3,0,0,2,1
Clay,Brown & Carpenter,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,1,1
Clay,Cache & Wilson,Lieutenant Governor,,LIB,Frank Gilbert,3,0,0,3,0
Clay,Clark,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,4,0
Clay,Nelson,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Clay,N Kilgore & Cleveland,Lieutenant Governor,,LIB,Frank Gilbert,14,0,0,7,7
Clay,S Kilgore & Gleghorn,Lieutenant Governor,,LIB,Frank Gilbert,6,0,0,2,4
Clay,North St. Francis,Attorney General,,REP,Attorney General Leslie Rutledge,608,18,0,247,343
Clay,South St. Francis,Attorney General,,REP,Attorney General Leslie Rutledge,322,4,2,135,181
Clay,East Oak Bluff & Blue Cane,Attorney General,,REP,Attorney General Leslie Rutledge,187,2,0,133,52
Clay,West Oak Bluff,Attorney General,,REP,Attorney General Leslie Rutledge,217,0,0,187,30
Clay,Bennett and Lemmons,Attorney General,,REP,Attorney General Leslie Rutledge,89,0,0,65,24
Clay,Bradshaw & Haywood,Attorney General,,REP,Attorney General Leslie Rutledge,130,1,1,97,31
Clay,Johnson,Attorney General,,REP,Attorney General Leslie Rutledge,67,3,0,52,12
Clay,Knob,Attorney General,,REP,Attorney General Leslie Rutledge,31,2,0,26,3
Clay,Liddell & Chalk Bluff,Attorney General,,REP,Attorney General Leslie Rutledge,118,1,1,70,46
Clay,Payne & Swain,Attorney General,,REP,Attorney General Leslie Rutledge,75,1,0,31,43
Clay,Pollard,Attorney General,,REP,Attorney General Leslie Rutledge,123,0,0,90,33
Clay,Brown & Carpenter,Attorney General,,REP,Attorney General Leslie Rutledge,76,1,0,65,10
Clay,Cache & Wilson,Attorney General,,REP,Attorney General Leslie Rutledge,38,0,0,32,6
Clay,Clark,Attorney General,,REP,Attorney General Leslie Rutledge,34,2,0,27,5
Clay,Nelson,Attorney General,,REP,Attorney General Leslie Rutledge,27,0,0,14,13
Clay,N Kilgore & Cleveland,Attorney General,,REP,Attorney General Leslie Rutledge,452,4,6,195,247
Clay,S Kilgore & Gleghorn,Attorney General,,REP,Attorney General Leslie Rutledge,389,3,3,140,243
Clay,North St. Francis,Attorney General,,DEM,Mike Lee,227,4,0,73,150
Clay,South St. Francis,Attorney General,,DEM,Mike Lee,133,0,0,63,70
Clay,East Oak Bluff & Blue Cane,Attorney General,,DEM,Mike Lee,93,5,0,65,23
Clay,West Oak Bluff,Attorney General,,DEM,Mike Lee,105,0,0,81,24
Clay,Bennett and Lemmons,Attorney General,,DEM,Mike Lee,19,0,0,16,3
Clay,Bradshaw & Haywood,Attorney General,,DEM,Mike Lee,24,0,0,14,10
Clay,Johnson,Attorney General,,DEM,Mike Lee,12,0,0,11,1
Clay,Knob,Attorney General,,DEM,Mike Lee,14,0,0,11,3
Clay,Liddell & Chalk Bluff,Attorney General,,DEM,Mike Lee,36,0,0,23,13
Clay,Payne & Swain,Attorney General,,DEM,Mike Lee,17,0,0,10,7
Clay,Pollard,Attorney General,,DEM,Mike Lee,38,1,0,30,7
Clay,Brown & Carpenter,Attorney General,,DEM,Mike Lee,27,0,1,21,5
Clay,Cache & Wilson,Attorney General,,DEM,Mike Lee,22,2,0,17,3
Clay,Clark,Attorney General,,DEM,Mike Lee,16,0,0,14,2
Clay,Nelson,Attorney General,,DEM,Mike Lee,11,0,0,8,3
Clay,N Kilgore & Cleveland,Attorney General,,DEM,Mike Lee,124,3,2,43,76
Clay,S Kilgore & Gleghorn,Attorney General,,DEM,Mike Lee,101,4,1,32,64
Clay,North St. Francis,Attorney General,,LIB,Kerry Hicks,25,1,0,14,10
Clay,South St. Francis,Attorney General,,LIB,Kerry Hicks,18,2,0,10,6
Clay,East Oak Bluff & Blue Cane,Attorney General,,LIB,Kerry Hicks,6,0,0,5,1
Clay,West Oak Bluff,Attorney General,,LIB,Kerry Hicks,4,0,0,2,2
Clay,Bennett and Lemmons,Attorney General,,LIB,Kerry Hicks,4,0,0,2,2
Clay,Bradshaw & Haywood,Attorney General,,LIB,Kerry Hicks,5,0,0,4,1
Clay,Johnson,Attorney General,,LIB,Kerry Hicks,1,0,0,1,0
Clay,Knob,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Clay,Liddell & Chalk Bluff,Attorney General,,LIB,Kerry Hicks,2,0,0,2,0
Clay,Payne & Swain,Attorney General,,LIB,Kerry Hicks,2,0,0,0,2
Clay,Pollard,Attorney General,,LIB,Kerry Hicks,5,0,0,4,1
Clay,Brown & Carpenter,Attorney General,,LIB,Kerry Hicks,3,0,0,1,2
Clay,Cache & Wilson,Attorney General,,LIB,Kerry Hicks,3,0,0,1,2
Clay,Clark,Attorney General,,LIB,Kerry Hicks,3,0,0,2,1
Clay,Nelson,Attorney General,,LIB,Kerry Hicks,1,0,0,1,0
Clay,N Kilgore & Cleveland,Attorney General,,LIB,Kerry Hicks,19,0,0,9,10
Clay,S Kilgore & Gleghorn,Attorney General,,LIB,Kerry Hicks,10,0,1,5,4
Clay,North St. Francis,Secretary of State,,REP,John Thurston Commissioner of State Lands,616,18,0,251,347
Clay,South St. Francis,Secretary of State,,REP,John Thurston Commissioner of State Lands,321,3,2,139,177
Clay,East Oak Bluff & Blue Cane,Secretary of State,,REP,John Thurston Commissioner of State Lands,192,2,0,137,53
Clay,West Oak Bluff,Secretary of State,,REP,John Thurston Commissioner of State Lands,221,0,0,190,31
Clay,Bennett and Lemmons,Secretary of State,,REP,John Thurston Commissioner of State Lands,91,0,0,67,24
Clay,Bradshaw & Haywood,Secretary of State,,REP,John Thurston Commissioner of State Lands,131,1,1,97,32
Clay,Johnson,Secretary of State,,REP,John Thurston Commissioner of State Lands,66,2,0,52,12
Clay,Knob,Secretary of State,,REP,John Thurston Commissioner of State Lands,32,2,0,26,4
Clay,Liddell & Chalk Bluff,Secretary of State,,REP,John Thurston Commissioner of State Lands,118,0,1,69,48
Clay,Payne & Swain,Secretary of State,,REP,John Thurston Commissioner of State Lands,73,1,0,31,41
Clay,Pollard,Secretary of State,,REP,John Thurston Commissioner of State Lands,126,0,0,95,31
Clay,Brown & Carpenter,Secretary of State,,REP,John Thurston Commissioner of State Lands,75,1,1,62,11
Clay,Cache & Wilson,Secretary of State,,REP,John Thurston Commissioner of State Lands,39,0,0,32,7
Clay,Clark,Secretary of State,,REP,John Thurston Commissioner of State Lands,35,1,0,29,5
Clay,Nelson,Secretary of State,,REP,John Thurston Commissioner of State Lands,31,0,0,17,14
Clay,N Kilgore & Cleveland,Secretary of State,,REP,John Thurston Commissioner of State Lands,439,4,6,186,243
Clay,S Kilgore & Gleghorn,Secretary of State,,REP,John Thurston Commissioner of State Lands,378,1,4,136,237
Clay,North St. Francis,Secretary of State,,LIB,Christopher Olson,28,0,0,17,11
Clay,South St. Francis,Secretary of State,,LIB,Christopher Olson,19,2,0,10,7
Clay,East Oak Bluff & Blue Cane,Secretary of State,,LIB,Christopher Olson,4,0,0,4,0
Clay,West Oak Bluff,Secretary of State,,LIB,Christopher Olson,8,0,0,6,2
Clay,Bennett and Lemmons,Secretary of State,,LIB,Christopher Olson,3,0,0,1,2
Clay,Bradshaw & Haywood,Secretary of State,,LIB,Christopher Olson,8,0,0,7,1
Clay,Johnson,Secretary of State,,LIB,Christopher Olson,2,0,0,2,0
Clay,Knob,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0
Clay,Liddell & Chalk Bluff,Secretary of State,,LIB,Christopher Olson,4,0,0,4,0
Clay,Payne & Swain,Secretary of State,,LIB,Christopher Olson,1,0,0,1,0
Clay,Pollard,Secretary of State,,LIB,Christopher Olson,6,0,0,5,1
Clay,Brown & Carpenter,Secretary of State,,LIB,Christopher Olson,2,0,0,1,1
Clay,Cache & Wilson,Secretary of State,,LIB,Christopher Olson,2,0,0,2,0
Clay,Clark,Secretary of State,,LIB,Christopher Olson,1,0,0,0,1
Clay,Nelson,Secretary of State,,LIB,Christopher Olson,1,0,0,1,0
Clay,N Kilgore & Cleveland,Secretary of State,,LIB,Christopher Olson,22,0,0,10,12
Clay,S Kilgore & Gleghorn,Secretary of State,,LIB,Christopher Olson,7,0,0,5,2
Clay,North St. Francis,Secretary of State,,DEM,Susan Inman,218,5,0,67,146
Clay,South St. Francis,Secretary of State,,DEM,Susan Inman,135,1,0,59,75
Clay,East Oak Bluff & Blue Cane,Secretary of State,,DEM,Susan Inman,87,5,0,61,21
Clay,West Oak Bluff,Secretary of State,,DEM,Susan Inman,98,0,0,75,23
Clay,Bennett and Lemmons,Secretary of State,,DEM,Susan Inman,19,0,0,16,3
Clay,Bradshaw & Haywood,Secretary of State,,DEM,Susan Inman,20,0,0,11,9
Clay,Johnson,Secretary of State,,DEM,Susan Inman,12,1,0,10,1
Clay,Knob,Secretary of State,,DEM,Susan Inman,13,0,0,11,2
Clay,Liddell & Chalk Bluff,Secretary of State,,DEM,Susan Inman,36,1,0,22,13
Clay,Payne & Swain,Secretary of State,,DEM,Susan Inman,19,0,0,10,9
Clay,Pollard,Secretary of State,,DEM,Susan Inman,35,1,0,26,8
Clay,Brown & Carpenter,Secretary of State,,DEM,Susan Inman,29,0,0,23,6
Clay,Cache & Wilson,Secretary of State,,DEM,Susan Inman,22,2,0,16,4
Clay,Clark,Secretary of State,,DEM,Susan Inman,17,1,0,14,2
Clay,Nelson,Secretary of State,,DEM,Susan Inman,7,0,0,5,2
Clay,N Kilgore & Cleveland,Secretary of State,,DEM,Susan Inman,134,3,2,53,76
Clay,S Kilgore & Gleghorn,Secretary of State,,DEM,Susan Inman,113,6,1,35,71
Clay,North St. Francis,State Treasurer,,LIB,Ashley Ewald,167,3,0,58,106
Clay,South St. Francis,State Treasurer,,LIB,Ashley Ewald,97,2,0,47,48
Clay,East Oak Bluff & Blue Cane,State Treasurer,,LIB,Ashley Ewald,73,3,0,52,18
Clay,West Oak Bluff,State Treasurer,,LIB,Ashley Ewald,71,0,0,52,19
Clay,Bennett and Lemmons,State Treasurer,,LIB,Ashley Ewald,21,0,0,16,5
Clay,Bradshaw & Haywood,State Treasurer,,LIB,Ashley Ewald,19,0,0,11,8
Clay,Johnson,State Treasurer,,LIB,Ashley Ewald,10,0,0,9,1
Clay,Knob,State Treasurer,,LIB,Ashley Ewald,7,0,0,7,0
Clay,Liddell & Chalk Bluff,State Treasurer,,LIB,Ashley Ewald,20,0,0,13,7
Clay,Payne & Swain,State Treasurer,,LIB,Ashley Ewald,13,0,0,7,6
Clay,Pollard,State Treasurer,,LIB,Ashley Ewald,29,1,0,24,4
Clay,Brown & Carpenter,State Treasurer,,LIB,Ashley Ewald,24,0,0,19,5
Clay,Cache & Wilson,State Treasurer,,LIB,Ashley Ewald,13,0,0,11,2
Clay,Clark,State Treasurer,,LIB,Ashley Ewald,16,0,0,13,3
Clay,Nelson,State Treasurer,,LIB,Ashley Ewald,7,0,0,5,2
Clay,N Kilgore & Cleveland,State Treasurer,,LIB,Ashley Ewald,111,0,2,52,57
Clay,S Kilgore & Gleghorn,State Treasurer,,LIB,Ashley Ewald,86,4,1,28,53
Clay,North St. Francis,State Treasurer,,REP,Treasurer of State Dennis Milligan,681,20,0,271,390
Clay,South St. Francis,State Treasurer,,REP,Treasurer of State Dennis Milligan,372,4,2,159,207
Clay,East Oak Bluff & Blue Cane,State Treasurer,,REP,Treasurer of State Dennis Milligan,207,4,0,146,57
Clay,West Oak Bluff,State Treasurer,,REP,Treasurer of State Dennis Milligan,249,0,0,213,36
Clay,Bennett and Lemmons,State Treasurer,,REP,Treasurer of State Dennis Milligan,90,0,0,66,24
