county,precinct,office,district,party,candidate,votes,election_day,election_day_paper,early_vote,absentee,early_vote_paper
Madison,Valley,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,186,1,166,7,3,9
Madison,War Eagle,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,616,90,242,135,7,142
Madison,Ward 1,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,107,8,43,16,2,38
Madison,Ward 2,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,54,3,16,13,2,20
Madison,Ward 3,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,136,26,29,34,2,45
Madison,Ward 4,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,123,22,46,18,3,34
Madison,Wharton,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,89,10,47,16,0,16
Madison,Alabam,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,64,5,35,16,0,8
Madison,Boston,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,40,0,23,3,3,11
Madison,Bowen,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,48,5,19,9,0,15
Madison,California,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,46,0,31,8,1,6
Madison,Hilburn,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,57,1,35,3,1,17
Madison,Japton,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,7,1,6,0,0,0
Madison,Kings River,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,83,0,52,8,2,21
Madison,Lamar,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,90,2,50,14,4,20
Madison,Lincoln,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,27,4,11,5,0,7
Madison,Marble,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,18,2,9,3,0,4
Madison,Mill Creek,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,37,2,27,2,0,6
Madison,Prairie,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,104,0,67,11,2,24
Madison,Richland,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,33,18,2,6,0,7
Madison,Valley,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,52,1,49,1,1,0
Madison,War Eagle,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,123,10,31,21,3,58
Madison,Ward 1,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,23,1,9,3,2,8
Madison,Ward 2,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,12,1,2,3,2,4
Madison,Ward 3,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,23,2,2,8,0,11
Madison,Ward 4,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,36,4,5,6,1,20
Madison,Wharton,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,16,2,6,5,0,3
Madison,Alabam,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,226,31,130,31,3,31
Madison,Boston,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,60,0,40,5,0,15
Madison,Bowen,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,109,13,58,18,1,19
Madison,California,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,256,3,183,34,5,31
Madison,Hilburn,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,82,2,67,4,0,9
Madison,Japton,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,49,5,26,9,2,7
Madison,Kings River,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,212,1,143,24,7,37
Madison,Lamar,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,219,5,164,33,2,15
Madison,Lincoln,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,80,16,34,10,0,20
Madison,Marble,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,80,11,45,12,0,12
Madison,Mill Creek,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,90,16,61,6,0,7
Madison,Prairie,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,338,1,248,38,4,47
Madison,Richland,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,126,52,29,22,1,22
Madison,Valley,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,117,2,104,6,1,4
Madison,War Eagle,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,363,57,121,86,5,94
Madison,Ward 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,82,5,30,14,3,30
Madison,Ward 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,32,4,8,10,1,9
Madison,Ward 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,92,18,19,29,1,25
Madison,Ward 4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,91,16,27,15,5,28
Madison,Wharton,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,60,11,26,14,0,9
Madison,Alabam,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,196,25,111,26,4,30
Madison,Boston,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,61,0,47,1,3,10
Madison,Bowen,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,95,9,52,10,1,23
Madison,California,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,165,1,120,20,1,23
Madison,Hilburn,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,95,2,75,1,1,16
Madison,Japton,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,81,6,62,4,0,9
Madison,Kings River,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,238,0,158,31,5,44
Madison,Lamar,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,232,9,167,20,4,32
Madison,Lincoln,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,80,8,44,12,1,15
Madison,Marble,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,80,19,42,6,1,12
Madison,Mill Creek,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,89,19,57,6,0,7
Madison,Prairie,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,341,0,225,50,7,59
Madison,Richland,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,134,58,43,19,0,14
Madison,Valley,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,122,0,111,2,3,6
Madison,War Eagle,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,378,41,153,70,2,112
Madison,Ward 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,45,4,20,4,2,15
Madison,Ward 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,31,0,9,6,2,14
Madison,Ward 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,64,9,14,13,1,27
Madison,Ward 4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,67,10,23,9,0,25
Madison,Wharton,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,43,0,27,6,0,10
Madison,Alabam,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,273,42,149,37,3,42
Madison,Boston,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,88,0,61,4,2,21
Madison,Bowen,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,123,15,59,22,2,25
Madison,California,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,294,3,207,40,6,38
Madison,Hilburn,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,123,2,95,4,1,21
Madison,Japton,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,71,4,40,10,2,15
Madison,Kings River,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,309,0,203,43,6,57
Madison,Lamar,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,297,5,218,36,3,35
Madison,Lincoln,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,119,19,57,17,1,25
Madison,Marble,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,113,19,66,14,0,14
Madison,Mill Creek,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,120,23,73,9,0,15
Madison,Prairie,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,432,0,298,55,6,73
Madison,Richland,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,168,74,38,29,1,26
Madison,Valley,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,154,1,142,3,3,5
Madison,War Eagle,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,492,68,179,105,5,135
Madison,Ward 1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,102,7,41,17,3,34
Madison,Ward 2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,54,4,13,15,3,19
Madison,Ward 3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,105,18,26,25,2,34
Madison,Ward 4,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,115,16,36,16,5,42
Madison,Wharton,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,64,6,36,15,0,7
Madison,Alabam,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,151,15,92,20,4,20
Madison,Boston,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,37,0,28,2,1,6
Madison,Bowen,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,85,7,56,6,0,16
Madison,California,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,141,1,106,17,1,16
Madison,Hilburn,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,55,2,48,1,0,4
Madison,Japton,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,57,7,45,2,0,3
Madison,Kings River,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,143,1,100,12,6,24
Madison,Lamar,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,155,7,115,18,3,12
Madison,Lincoln,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,39,5,21,4,0,9
Madison,Marble,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,53,12,25,5,1,10
Madison,Mill Creek,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,61,11,45,3,0,2
Madison,Prairie,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,256,1,185,33,5,32
Madison,Richland,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,94,37,34,12,0,11
Madison,Valley,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,85,1,74,5,1,4
Madison,War Eagle,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,264,33,99,54,5,73
Madison,Ward 1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,28,2,10,2,1,13
Madison,Ward 2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,12,0,5,1,0,6
Madison,Ward 3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,57,11,8,18,0,20
Madison,Ward 4,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,45,10,15,8,0,12
Madison,Wharton,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,41,6,17,6,0,12
