county,precinct,office,district,party,candidate,votes,absentee,provisional,early_voting,election_day
Chicot,Carlton 1 & 2,U.S. House,1,Rep,Congressman Rick Crawford,144,6,0,90,48
Chicot,Carlton 3,U.S. House,1,Rep,Congressman Rick Crawford,195,9,0,112,74
Chicot,Carlton Rural,U.S. House,1,Rep,Congressman Rick Crawford,699,28,0,441,230
Chicot,Planters 1,U.S. House,1,Rep,Congressman Rick Crawford,32,4,0,17,11
Chicot,Planters 2,U.S. House,1,Rep,Congressman Rick Crawford,27,2,0,10,15
Chicot,Planters 3,U.S. House,1,Rep,Congressman Rick Crawford,9,0,0,1,8
Chicot,Planters 4,U.S. House,1,Rep,Congressman Rick Crawford,11,3,0,4,4
Chicot,Planters Rural,U.S. House,1,Rep,Congressman Rick Crawford,214,12,0,110,92
Chicot,Bowie 1,U.S. House,1,Rep,Congressman Rick Crawford,29,0,0,6,23
Chicot,Bowie 2,U.S. House,1,Rep,Congressman Rick Crawford,59,7,0,13,39
Chicot,Bowie 3,U.S. House,1,Rep,Congressman Rick Crawford,61,8,0,11,42
Chicot,Bowie Rural,U.S. House,1,Rep,Congressman Rick Crawford,57,2,0,25,30
Chicot,Carlton 1 & 2,U.S. House,1,Dem,Chintan Desai,371,21,0,184,166
Chicot,Carlton 3,U.S. House,1,Dem,Chintan Desai,190,16,0,70,104
Chicot,Carlton Rural,U.S. House,1,Dem,Chintan Desai,141,8,0,60,73
Chicot,Planters 1,U.S. House,1,Dem,Chintan Desai,104,3,0,39,62
Chicot,Planters 2,U.S. House,1,Dem,Chintan Desai,150,6,0,41,103
Chicot,Planters 3,U.S. House,1,Dem,Chintan Desai,154,3,0,48,103
Chicot,Planters 4,U.S. House,1,Dem,Chintan Desai,159,4,0,40,115
Chicot,Planters Rural,U.S. House,1,Dem,Chintan Desai,107,3,0,42,62
Chicot,Bowie 1,U.S. House,1,Dem,Chintan Desai,155,6,0,27,122
Chicot,Bowie 2,U.S. House,1,Dem,Chintan Desai,206,10,0,37,159
Chicot,Bowie 3,U.S. House,1,Dem,Chintan Desai,176,12,0,25,139
Chicot,Bowie Rural,U.S. House,1,Dem,Chintan Desai,16,0,0,5,11
Chicot,Carlton 1 & 2,U.S. House,1,Lib,Elvis Presley,10,1,0,7,2
Chicot,Carlton 3,U.S. House,1,Lib,Elvis Presley,15,3,0,5,7
Chicot,Carlton Rural,U.S. House,1,Lib,Elvis Presley,9,1,0,6,2
Chicot,Planters 1,U.S. House,1,Lib,Elvis Presley,1,0,0,1,0
Chicot,Planters 2,U.S. House,1,Lib,Elvis Presley,3,0,0,1,2
Chicot,Planters 3,U.S. House,1,Lib,Elvis Presley,5,0,0,2,3
Chicot,Planters 4,U.S. House,1,Lib,Elvis Presley,0,0,0,0,0
Chicot,Planters Rural,U.S. House,1,Lib,Elvis Presley,3,0,0,1,2
Chicot,Bowie 1,U.S. House,1,Lib,Elvis Presley,7,0,0,1,6
Chicot,Bowie 2,U.S. House,1,Lib,Elvis Presley,3,1,0,0,2
Chicot,Bowie 3,U.S. House,1,Lib,Elvis Presley,5,0,0,0,5
Chicot,Bowie Rural,U.S. House,1,Lib,Elvis Presley,0,0,0,0,0
Chicot,Carlton 1 & 2,Governor,,Rep,Governor Asa Hutchinson,152,8,0,92,52
Chicot,Carlton 3,Governor,,Rep,Governor Asa Hutchinson,208,9,0,121,78
Chicot,Carlton Rural,Governor,,Rep,Governor Asa Hutchinson,698,23,0,446,229
Chicot,Planters 1,Governor,,Rep,Governor Asa Hutchinson,40,4,0,22,14
Chicot,Planters 2,Governor,,Rep,Governor Asa Hutchinson,36,4,0,13,19
Chicot,Planters 3,Governor,,Rep,Governor Asa Hutchinson,14,0,0,4,10
Chicot,Planters 4,Governor,,Rep,Governor Asa Hutchinson,16,3,0,9,4
Chicot,Planters Rural,Governor,,Rep,Governor Asa Hutchinson,224,12,0,115,97
Chicot,Bowie 1,Governor,,Rep,Governor Asa Hutchinson,38,0,0,6,32
Chicot,Bowie 2,Governor,,Rep,Governor Asa Hutchinson,72,7,0,14,51
Chicot,Bowie 3,Governor,,Rep,Governor Asa Hutchinson,85,10,0,16,59
Chicot,Bowie Rural,Governor,,Rep,Governor Asa Hutchinson,55,2,0,23,30
Chicot,Carlton 1 & 2,Governor,,Dem,Jared K. Henderson,366,21,0,186,159
Chicot,Carlton 3,Governor,,Dem,Jared K. Henderson,183,17,0,63,103
Chicot,Carlton Rural,Governor,,Dem,Jared K. Henderson,145,12,0,59,74
Chicot,Planters 1,Governor,,Dem,Jared K. Henderson,95,3,0,35,57
Chicot,Planters 2,Governor,,Dem,Jared K. Henderson,142,4,0,38,100
Chicot,Planters 3,Governor,,Dem,Jared K. Henderson,147,3,0,46,98
Chicot,Planters 4,Governor,,Dem,Jared K. Henderson,156,5,0,37,114
Chicot,Planters Rural,Governor,,Dem,Jared K. Henderson,103,3,0,38,62
Chicot,Bowie 1,Governor,,Dem,Jared K. Henderson,154,6,0,27,121
Chicot,Bowie 2,Governor,,Dem,Jared K. Henderson,194,10,0,35,149
Chicot,Bowie 3,Governor,,Dem,Jared K. Henderson,156,9,0,20,127
Chicot,Bowie Rural,Governor,,Dem,Jared K. Henderson,16,0,0,6,10
Chicot,Carlton 1 & 2,Governor,,Lib,Mark West,5,0,0,3,2
Chicot,Carlton 3,Governor,,Lib,Mark West,15,0,0,8,7
Chicot,Carlton Rural,Governor,,Lib,Mark West,9,1,0,5,3
Chicot,Planters 1,Governor,,Lib,Mark West,0,0,0,0,0
Chicot,Planters 2,Governor,,Lib,Mark West,2,0,0,0,2
Chicot,Planters 3,Governor,,Lib,Mark West,7,0,0,0,7
Chicot,Planters 4,Governor,,Lib,Mark West,2,0,0,0,2
Chicot,Planters Rural,Governor,,Lib,Mark West,3,0,0,1,2
Chicot,Bowie 1,Governor,,Lib,Mark West,2,0,0,0,2
Chicot,Bowie 2,Governor,,Lib,Mark West,5,1,0,1,3
Chicot,Bowie 3,Governor,,Lib,Mark West,5,1,0,0,4
Chicot,Bowie Rural,Governor,,Lib,Mark West,1,0,0,1,0
Chicot,Carlton 1 & 2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,134,7,0,87,40
Chicot,Carlton 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,200,9,0,115,76
Chicot,Carlton Rural,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,700,27,0,444,229
Chicot,Planters 1,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,32,4,0,18,10
Chicot,Planters 2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,26,2,0,11,13
Chicot,Planters 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,7,0,0,1,6
Chicot,Planters 4,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,7,3,0,3,1
Chicot,Planters Rural,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,217,12,0,111,94
Chicot,Bowie 1,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,24,0,0,5,19
Chicot,Bowie 2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,60,6,0,13,41
Chicot,Bowie 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,72,8,0,14,50
Chicot,Bowie Rural,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,58,2,0,25,31
Chicot,Carlton 1 & 2,Lieutenant Governor,,Dem,Anthony Bland,383,20,0,190,173
Chicot,Carlton 3,Lieutenant Governor,,Dem,Anthony Bland,189,15,0,69,105
Chicot,Carlton Rural,Lieutenant Governor,,Dem,Anthony Bland,143,9,0,59,75
Chicot,Planters 1,Lieutenant Governor,,Dem,Anthony Bland,104,3,0,38,63
Chicot,Planters 2,Lieutenant Governor,,Dem,Anthony Bland,152,6,0,41,105
Chicot,Planters 3,Lieutenant Governor,,Dem,Anthony Bland,154,3,0,48,103
Chicot,Planters 4,Lieutenant Governor,,Dem,Anthony Bland,165,5,0,43,117
Chicot,Planters Rural,Lieutenant Governor,,Dem,Anthony Bland,106,3,0,41,62
Chicot,Bowie 1,Lieutenant Governor,,Dem,Anthony Bland,169,5,0,28,136
Chicot,Bowie 2,Lieutenant Governor,,Dem,Anthony Bland,207,11,0,36,160
Chicot,Bowie 3,Lieutenant Governor,,Dem,Anthony Bland,168,11,0,22,135
Chicot,Bowie Rural,Lieutenant Governor,,Dem,Anthony Bland,15,0,0,5,10
Chicot,Carlton 1 & 2,Lieutenant Governor,,Lib,Frank Gilbert,9,1,0,5,3
Chicot,Carlton 3,Lieutenant Governor,,Lib,Frank Gilbert,12,4,0,2,6
Chicot,Carlton Rural,Lieutenant Governor,,Lib,Frank Gilbert,7,0,0,6,1
Chicot,Planters 1,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0
Chicot,Planters 2,Lieutenant Governor,,Lib,Frank Gilbert,3,0,0,1,2
Chicot,Planters 3,Lieutenant Governor,,Lib,Frank Gilbert,7,0,0,1,6
Chicot,Planters 4,Lieutenant Governor,,Lib,Frank Gilbert,2,0,0,0,2
Chicot,Planters Rural,Lieutenant Governor,,Lib,Frank Gilbert,2,0,0,0,2
Chicot,Bowie 1,Lieutenant Governor,,Lib,Frank Gilbert,2,1,0,0,1
Chicot,Bowie 2,Lieutenant Governor,,Lib,Frank Gilbert,1,1,0,0,0
Chicot,Bowie 3,Lieutenant Governor,,Lib,Frank Gilbert,3,1,0,0,2
Chicot,Bowie Rural,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0
Chicot,Carlton 1 & 2,Attorney General,,Rep,Attorney General Leslie Rutledge,135,7,0,91,37
Chicot,Carlton 3,Attorney General,,Rep,Attorney General Leslie Rutledge,202,8,0,115,79
Chicot,Carlton Rural,Attorney General,,Rep,Attorney General Leslie Rutledge,688,27,0,436,225
Chicot,Planters 1,Attorney General,,Rep,Attorney General Leslie Rutledge,32,4,0,17,11
Chicot,Planters 2,Attorney General,,Rep,Attorney General Leslie Rutledge,28,2,0,11,15
Chicot,Planters 3,Attorney General,,Rep,Attorney General Leslie Rutledge,6,0,0,0,6
Chicot,Planters 4,Attorney General,,Rep,Attorney General Leslie Rutledge,10,3,0,4,3
Chicot,Planters Rural,Attorney General,,Rep,Attorney General Leslie Rutledge,214,12,0,108,94
Chicot,Bowie 1,Attorney General,,Rep,Attorney General Leslie Rutledge,26,0,0,5,21
Chicot,Bowie 2,Attorney General,,Rep,Attorney General Leslie Rutledge,60,7,0,12,41
Chicot,Bowie 3,Attorney General,,Rep,Attorney General Leslie Rutledge,64,8,0,13,43
Chicot,Bowie Rural,Attorney General,,Rep,Attorney General Leslie Rutledge,58,2,0,25,31
Chicot,Carlton 1 & 2,Attorney General,,Dem,Mike Lee,383,20,0,185,178
Chicot,Carlton 3,Attorney General,,Dem,Mike Lee,192,18,0,70,104
Chicot,Carlton Rural,Attorney General,,Dem,Mike Lee,155,10,0,67,78
Chicot,Planters 1,Attorney General,,Dem,Mike Lee,102,3,0,38,61
Chicot,Planters 2,Attorney General,,Dem,Mike Lee,149,6,0,40,103
Chicot,Planters 3,Attorney General,,Dem,Mike Lee,158,3,0,51,104
Chicot,Planters 4,Attorney General,,Dem,Mike Lee,162,5,0,42,115
Chicot,Planters Rural,Attorney General,,Dem,Mike Lee,110,3,0,44,63
Chicot,Bowie 1,Attorney General,,Dem,Mike Lee,168,5,0,30,133
Chicot,Bowie 2,Attorney General,,Dem,Mike Lee,206,9,0,37,160
Chicot,Bowie 3,Attorney General,,Dem,Mike Lee,177,11,0,23,143
Chicot,Bowie Rural,Attorney General,,Dem,Mike Lee,14,0,0,4,10
Chicot,Carlton 1 & 2,Attorney General,,Lib,Kerry Hicks,6,0,0,2,4
Chicot,Carlton 3,Attorney General,,Lib,Kerry Hicks,11,2,0,5,4
Chicot,Carlton Rural,Attorney General,,Lib,Kerry Hicks,9,0,0,7,2
Chicot,Planters 1,Attorney General,,Lib,Kerry Hicks,1,0,0,0,1
Chicot,Planters 2,Attorney General,,Lib,Kerry Hicks,5,0,0,1,4
Chicot,Planters 3,Attorney General,,Lib,Kerry Hicks,5,0,0,1,4
Chicot,Planters 4,Attorney General,,Lib,Kerry Hicks,2,0,0,0,2
Chicot,Planters Rural,Attorney General,,Lib,Kerry Hicks,1,0,0,0,1
Chicot,Bowie 1,Attorney General,,Lib,Kerry Hicks,2,1,0,0,1
Chicot,Bowie 2,Attorney General,,Lib,Kerry Hicks,3,1,0,1,1
Chicot,Bowie 3,Attorney General,,Lib,Kerry Hicks,2,1,0,0,1
Chicot,Bowie Rural,Attorney General,,Lib,Kerry Hicks,1,0,0,1,0
Chicot,Carlton 1 & 2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,126,4,0,83,39
Chicot,Carlton 3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,193,10,0,110,73
Chicot,Carlton Rural,Secretary of State,,Rep,John Thurston Commissioner of State Lands,686,26,0,434,226
Chicot,Planters 1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,28,4,0,16,8
Chicot,Planters 2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,27,2,0,12,13
Chicot,Planters 3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,9,0,0,1,8
Chicot,Planters 4,Secretary of State,,Rep,John Thurston Commissioner of State Lands,13,3,0,4,6
Chicot,Planters Rural,Secretary of State,,Rep,John Thurston Commissioner of State Lands,212,13,0,110,89
Chicot,Bowie 1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,20,0,0,4,16
Chicot,Bowie 2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,53,6,0,12,35
Chicot,Bowie 3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,67,7,0,14,46
Chicot,Bowie Rural,Secretary of State,,Rep,John Thurston Commissioner of State Lands,55,2,0,24,29
Chicot,Carlton 1 & 2,Secretary of State,,Dem,Susan Inman,394,24,0,194,176
Chicot,Carlton 3,Secretary of State,,Dem,Susan Inman,200,18,0,71,111
Chicot,Carlton Rural,Secretary of State,,Dem,Susan Inman,157,11,0,71,75
Chicot,Planters 1,Secretary of State,,Dem,Susan Inman,110,3,0,42,65
Chicot,Planters 2,Secretary of State,,Dem,Susan Inman,155,6,0,40,109
Chicot,Planters 3,Secretary of State,,Dem,Susan Inman,159,3,0,50,106
Chicot,Planters 4,Secretary of State,,Dem,Susan Inman,161,5,0,42,114
Chicot,Planters Rural,Secretary of State,,Dem,Susan Inman,107,2,0,40,65
Chicot,Bowie 1,Secretary of State,,Dem,Susan Inman,172,5,0,30,137
Chicot,Bowie 2,Secretary of State,,Dem,Susan Inman,214,11,0,36,167
Chicot,Bowie 3,Secretary of State,,Dem,Susan Inman,174,11,0,22,141
Chicot,Bowie Rural,Secretary of State,,Dem,Susan Inman,17,0,0,6,11
Chicot,Carlton 1 & 2,Secretary of State,,Lib,Christopher Olson,8,0,0,5,3
Chicot,Carlton 3,Secretary of State,,Lib,Christopher Olson,7,0,0,3,4
Chicot,Carlton Rural,Secretary of State,,Lib,Christopher Olson,9,0,0,5,4
Chicot,Planters 1,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Chicot,Planters 2,Secretary of State,,Lib,Christopher Olson,3,0,0,1,2
Chicot,Planters 3,Secretary of State,,Lib,Christopher Olson,2,0,0,0,2
Chicot,Planters 4,Secretary of State,,Lib,Christopher Olson,1,0,0,0,1
Chicot,Planters Rural,Secretary of State,,Lib,Christopher Olson,4,0,0,2,2
Chicot,Bowie 1,Secretary of State,,Lib,Christopher Olson,2,1,0,0,1
Chicot,Bowie 2,Secretary of State,,Lib,Christopher Olson,5,1,0,2,2
Chicot,Bowie 3,Secretary of State,,Lib,Christopher Olson,1,1,0,0,0
Chicot,Bowie Rural,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Chicot,Carlton 1 & 2,State Treasurer,,Rep,Treasurer of State Dennis Milligan,190,8,0,122,60
Chicot,Carlton 3,State Treasurer,,Rep,Treasurer of State Dennis Milligan,239,15,0,131,93
Chicot,Carlton Rural,State Treasurer,,Rep,Treasurer of State Dennis Milligan,739,29,0,462,248
Chicot,Planters 1,State Treasurer,,Rep,Treasurer of State Dennis Milligan,50,4,0,30,16
Chicot,Planters 2,State Treasurer,,Rep,Treasurer of State Dennis Milligan,39,5,0,12,22
Chicot,Planters 3,State Treasurer,,Rep,Treasurer of State Dennis Milligan,31,0,0,8,23
Chicot,Planters 4,State Treasurer,,Rep,Treasurer of State Dennis Milligan,32,5,0,7,20
Chicot,Planters Rural,State Treasurer,,Rep,Treasurer of State Dennis Milligan,229,13,0,119,97
Chicot,Bowie 1,State Treasurer,,Rep,Treasurer of State Dennis Milligan,39,0,0,8,31
Chicot,Bowie 2,State Treasurer,,Rep,Treasurer of State Dennis Milligan,81,8,0,17,56
Chicot,Bowie 3,State Treasurer,,Rep,Treasurer of State Dennis Milligan,86,8,0,19,59
Chicot,Bowie Rural,State Treasurer,,Rep,Treasurer of State Dennis Milligan,61,2,0,26,33
Chicot,Carlton 1 & 2,State Treasurer,,Lib,Ashley Ewald,315,19,0,146,150
Chicot,Carlton 3,State Treasurer,,Lib,Ashley Ewald,152,12,0,53,87
Chicot,Carlton Rural,State Treasurer,,Lib,Ashley Ewald,103,6,0,46,51
Chicot,Planters 1,State Treasurer,,Lib,Ashley Ewald,80,3,0,25,52
Chicot,Planters 2,State Treasurer,,Lib,Ashley Ewald,130,3,0,39,88
Chicot,Planters 3,State Treasurer,,Lib,Ashley Ewald,125,3,0,40,82
Chicot,Planters 4,State Treasurer,,Lib,Ashley Ewald,125,2,0,37,86
Chicot,Planters Rural,State Treasurer,,Lib,Ashley Ewald,82,2,0,30,50
Chicot,Bowie 1,State Treasurer,,Lib,Ashley Ewald,145,6,0,25,114
Chicot,Bowie 2,State Treasurer,,Lib,Ashley Ewald,181,9,0,30,142
Chicot,Bowie 3,State Treasurer,,Lib,Ashley Ewald,143,8,0,16,119
Chicot,Bowie Rural,State Treasurer,,Lib,Ashley Ewald,10,0,0,3,7
Chicot,Carlton 1 & 2,Auditor of State,,Rep,Auditor Andrea Lea,187,8,0,120,59
Chicot,Carlton 3,Auditor of State,,Rep,Auditor Andrea Lea,251,15,0,137,99
Chicot,Carlton Rural,Auditor of State,,Rep,Auditor Andrea Lea,731,30,0,460,241
Chicot,Planters 1,Auditor of State,,Rep,Auditor Andrea Lea,54,5,0,32,17
Chicot,Planters 2,Auditor of State,,Rep,Auditor Andrea Lea,39,4,0,12,23
Chicot,Planters 3,Auditor of State,,Rep,Auditor Andrea Lea,33,0,0,8,25
Chicot,Planters 4,Auditor of State,,Rep,Auditor Andrea Lea,29,4,0,7,18
Chicot,Planters Rural,Auditor of State,,Rep,Auditor Andrea Lea,228,13,0,118,97
Chicot,Bowie 1,Auditor of State,,Rep,Auditor Andrea Lea,43,0,0,9,34
Chicot,Bowie 2,Auditor of State,,Rep,Auditor Andrea Lea,84,9,0,18,57
Chicot,Bowie 3,Auditor of State,,Rep,Auditor Andrea Lea,89,8,0,19,62
Chicot,Bowie Rural,Auditor of State,,Rep,Auditor Andrea Lea,60,2,0,26,32
