county,precinct,office,district,party,candidate,votes,absentee,election_day,hand_count,early_vote
Boone,DISTRICT 1,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 2,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 3.1,3.2",U.S. President,,DEM,Marianne Williamson,1,0,1,0,0
Boone,DISTRICT 3.3,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 4,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 5.1,5.2,5.4,5.5",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 5.3,5.8,5.9",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 5.6,5.7",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 6.1 to 6.4,6.6,6.8",U.S. President,,DEM,Marianne Williamson,1,0,1,0,0
Boone,DISTRICT 6.5,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 6.7,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 7.1 to 7.4, 7.6",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 7.5,7.8",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 7.7,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 8.1,8.2,8.4,8.5",U.S. President,,DEM,Marianne Williamson,1,0,0,0,1
Boone,DISTRICT 8.3,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 9.1,9.2,9.6",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 9.3,9.4,9.5",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 10.1,10.2,10.3",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 10.4,10.7",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 10.5,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 10.6,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,"DISTRICT 11.1,11.2,11.4",U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 11.3,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 12,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Boone,DISTRICT 1,U.S. President,,DEM,Amy Klobuchar,7,0,0,0,7
Boone,DISTRICT 2,U.S. President,,DEM,Amy Klobuchar,2,0,0,0,2
Boone,"DISTRICT 3.1,3.2",U.S. President,,DEM,Amy Klobuchar,2,0,0,0,2
Boone,DISTRICT 3.3,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,DISTRICT 4,U.S. President,,DEM,Amy Klobuchar,11,0,1,0,10
Boone,"DISTRICT 5.1,5.2,5.4,5.5",U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,"DISTRICT 5.3,5.8,5.9",U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1
Boone,"DISTRICT 5.6,5.7",U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,"DISTRICT 6.1 to 6.4,6.6,6.8",U.S. President,,DEM,Amy Klobuchar,6,0,3,0,3
Boone,DISTRICT 6.5,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,DISTRICT 6.7,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,"DISTRICT 7.1 to 7.4, 7.6",U.S. President,,DEM,Amy Klobuchar,3,0,1,0,2
Boone,"DISTRICT 7.5,7.8",U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1
Boone,DISTRICT 7.7,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,"DISTRICT 8.1,8.2,8.4,8.5",U.S. President,,DEM,Amy Klobuchar,3,0,1,0,2
Boone,DISTRICT 8.3,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,"DISTRICT 9.1,9.2,9.6",U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1
Boone,"DISTRICT 9.3,9.4,9.5",U.S. President,,DEM,Amy Klobuchar,4,0,0,0,4
Boone,"DISTRICT 10.1,10.2,10.3",U.S. President,,DEM,Amy Klobuchar,4,0,2,0,2
Boone,"DISTRICT 10.4,10.7",U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,DISTRICT 10.5,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,DISTRICT 10.6,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,"DISTRICT 11.1,11.2,11.4",U.S. President,,DEM,Amy Klobuchar,8,0,0,0,8
Boone,DISTRICT 11.3,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Boone,DISTRICT 12,U.S. President,,DEM,Amy Klobuchar,2,0,1,0,1
Boone,DISTRICT 1,U.S. President,,DEM,Michael Bennet,1,1,0,0,0
Boone,DISTRICT 2,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 3.1,3.2",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 3.3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 4,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 5.1,5.2,5.4,5.5",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 5.3,5.8,5.9",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 5.6,5.7",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 6.1 to 6.4,6.6,6.8",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 6.5,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 6.7,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 7.1 to 7.4, 7.6",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 7.5,7.8",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 7.7,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 8.1,8.2,8.4,8.5",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 8.3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 9.1,9.2,9.6",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 9.3,9.4,9.5",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 10.1,10.2,10.3",U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Boone,"DISTRICT 10.4,10.7",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 10.5,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 10.6,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,"DISTRICT 11.1,11.2,11.4",U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 11.3,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 12,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Boone,DISTRICT 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 2,U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Boone,"DISTRICT 3.1,3.2",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 3.3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 4,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 5.1,5.2,5.4,5.5",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 5.3,5.8,5.9",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 5.6,5.7",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 6.1 to 6.4,6.6,6.8",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 6.5,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 6.7,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 7.1 to 7.4, 7.6",U.S. President,,DEM,Steve Bullock,2,0,2,0,0
Boone,"DISTRICT 7.5,7.8",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 7.7,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 8.1,8.2,8.4,8.5",U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Boone,DISTRICT 8.3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 9.1,9.2,9.6",U.S. President,,DEM,Steve Bullock,1,0,1,0,0
Boone,"DISTRICT 9.3,9.4,9.5",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 10.1,10.2,10.3",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 10.4,10.7",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 10.5,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 10.6,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,"DISTRICT 11.1,11.2,11.4",U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 11.3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 12,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Boone,DISTRICT 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 3.1,3.2",U.S. President,,DEM,Joe Sestak,1,0,1,0,0
Boone,DISTRICT 3.3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 4,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 5.1,5.2,5.4,5.5",U.S. President,,DEM,Joe Sestak,1,0,0,0,1
Boone,"DISTRICT 5.3,5.8,5.9",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 5.6,5.7",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 6.1 to 6.4,6.6,6.8",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 6.5,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 6.7,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 7.1 to 7.4, 7.6",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 7.5,7.8",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 7.7,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 8.1,8.2,8.4,8.5",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 8.3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 9.1,9.2,9.6",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 9.3,9.4,9.5",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 10.1,10.2,10.3",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 10.4,10.7",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 10.5,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 10.6,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,"DISTRICT 11.1,11.2,11.4",U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 11.3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 12,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Boone,DISTRICT 1,U.S. President,,DEM,Bernie Sanders,45,0,23,0,22
Boone,DISTRICT 2,U.S. President,,DEM,Bernie Sanders,60,0,38,0,22
Boone,"DISTRICT 3.1,3.2",U.S. President,,DEM,Bernie Sanders,35,1,20,0,14
Boone,DISTRICT 3.3,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Boone,DISTRICT 4,U.S. President,,DEM,Bernie Sanders,39,0,22,0,17
Boone,"DISTRICT 5.1,5.2,5.4,5.5",U.S. President,,DEM,Bernie Sanders,17,0,13,0,4
Boone,"DISTRICT 5.3,5.8,5.9",U.S. President,,DEM,Bernie Sanders,7,0,5,0,2
Boone,"DISTRICT 5.6,5.7",U.S. President,,DEM,Bernie Sanders,4,0,3,0,1
Boone,"DISTRICT 6.1 to 6.4,6.6,6.8",U.S. President,,DEM,Bernie Sanders,23,0,19,0,4
Boone,DISTRICT 6.5,U.S. President,,DEM,Bernie Sanders,1,0,1,0,0
Boone,DISTRICT 6.7,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Boone,"DISTRICT 7.1 to 7.4, 7.6",U.S. President,,DEM,Bernie Sanders,20,0,15,0,5
Boone,"DISTRICT 7.5,7.8",U.S. President,,DEM,Bernie Sanders,2,0,1,0,1
Boone,DISTRICT 7.7,U.S. President,,DEM,Bernie Sanders,2,0,1,0,1
Boone,"DISTRICT 8.1,8.2,8.4,8.5",U.S. President,,DEM,Bernie Sanders,37,0,24,0,13
Boone,DISTRICT 8.3,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Boone,"DISTRICT 9.1,9.2,9.6",U.S. President,,DEM,Bernie Sanders,16,0,11,0,5
Boone,"DISTRICT 9.3,9.4,9.5",U.S. President,,DEM,Bernie Sanders,29,0,15,0,14
Boone,"DISTRICT 10.1,10.2,10.3",U.S. President,,DEM,Bernie Sanders,32,0,26,0,6
Boone,"DISTRICT 10.4,10.7",U.S. President,,DEM,Bernie Sanders,4,0,4,0,0
Boone,DISTRICT 10.5,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Boone,DISTRICT 10.6,U.S. President,,DEM,Bernie Sanders,1,0,1,0,0
Boone,"DISTRICT 11.1,11.2,11.4",U.S. President,,DEM,Bernie Sanders,20,1,15,0,4
Boone,DISTRICT 11.3,U.S. President,,DEM,Bernie Sanders,7,0,6,0,1
Boone,DISTRICT 12,U.S. President,,DEM,Bernie Sanders,5,0,5,0,0
Boone,DISTRICT 1,U.S. President,,DEM,Michael R. Bloomberg,20,0,8,0,12
Boone,DISTRICT 2,U.S. President,,DEM,Michael R. Bloomberg,32,0,6,0,26
Boone,"DISTRICT 3.1,3.2",U.S. President,,DEM,Michael R. Bloomberg,16,0,8,0,8
Boone,DISTRICT 3.3,U.S. President,,DEM,Michael R. Bloomberg,1,0,0,0,1
Boone,DISTRICT 4,U.S. President,,DEM,Michael R. Bloomberg,27,1,11,0,15
Boone,"DISTRICT 5.1,5.2,5.4,5.5",U.S. President,,DEM,Michael R. Bloomberg,16,1,10,0,5
Boone,"DISTRICT 5.3,5.8,5.9",U.S. President,,DEM,Michael R. Bloomberg,9,0,0,0,9
Boone,"DISTRICT 5.6,5.7",U.S. President,,DEM,Michael R. Bloomberg,4,0,4,0,0
Boone,"DISTRICT 6.1 to 6.4,6.6,6.8",U.S. President,,DEM,Michael R. Bloomberg,10,0,10,0,0
Boone,DISTRICT 6.5,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Boone,DISTRICT 6.7,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Boone,"DISTRICT 7.1 to 7.4, 7.6",U.S. President,,DEM,Michael R. Bloomberg,11,0,7,0,4
Boone,"DISTRICT 7.5,7.8",U.S. President,,DEM,Michael R. Bloomberg,12,0,3,0,9
Boone,DISTRICT 7.7,U.S. President,,DEM,Michael R. Bloomberg,3,0,1,0,2
Boone,"DISTRICT 8.1,8.2,8.4,8.5",U.S. President,,DEM,Michael R. Bloomberg,36,0,23,0,13
Boone,DISTRICT 8.3,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Boone,"DISTRICT 9.1,9.2,9.6",U.S. President,,DEM,Michael R. Bloomberg,16,0,10,0,6
Boone,"DISTRICT 9.3,9.4,9.5",U.S. President,,DEM,Michael R. Bloomberg,17,0,11,0,6
Boone,"DISTRICT 10.1,10.2,10.3",U.S. President,,DEM,Michael R. Bloomberg,14,1,11,0,2
Boone,"DISTRICT 10.4,10.7",U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Boone,DISTRICT 10.5,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Boone,DISTRICT 10.6,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Boone,"DISTRICT 11.1,11.2,11.4",U.S. President,,DEM,Michael R. Bloomberg,10,0,8,0,2
Boone,DISTRICT 11.3,U.S. President,,DEM,Michael R. Bloomberg,4,0,3,0,1
Boone,DISTRICT 12,U.S. President,,DEM,Michael R. Bloomberg,7,0,7,0,0
Boone,DISTRICT 1,U.S. President,,DEM,Andrew Yang,1,0,1,0,0
Boone,DISTRICT 2,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 3.1,3.2",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,DISTRICT 3.3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,DISTRICT 4,U.S. President,,DEM,Andrew Yang,1,0,1,0,0
Boone,"DISTRICT 5.1,5.2,5.4,5.5",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 5.3,5.8,5.9",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 5.6,5.7",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 6.1 to 6.4,6.6,6.8",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,DISTRICT 6.5,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,DISTRICT 6.7,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 7.1 to 7.4, 7.6",U.S. President,,DEM,Andrew Yang,1,0,0,0,1
Boone,"DISTRICT 7.5,7.8",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,DISTRICT 7.7,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 8.1,8.2,8.4,8.5",U.S. President,,DEM,Andrew Yang,2,0,2,0,0
Boone,DISTRICT 8.3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 9.1,9.2,9.6",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 9.3,9.4,9.5",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 10.1,10.2,10.3",U.S. President,,DEM,Andrew Yang,1,0,1,0,0
Boone,"DISTRICT 10.4,10.7",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,DISTRICT 10.5,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,DISTRICT 10.6,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,"DISTRICT 11.1,11.2,11.4",U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Boone,DISTRICT 11.3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
