county,precinct,office,district,party,candidate,votes,early_vote,provisional_vote,absentee,election_day
Crawford,# 8,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,945,511,0,16,418
Crawford,# 9,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,816,412,0,7,397
Crawford,# 10,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1495,853,0,11,631
Crawford,# 11,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1220,766,0,15,439
Crawford,# 12,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1142,545,0,10,587
Crawford,# 13,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1168,468,2,14,684
Crawford,# 1,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,480,378,0,4,98
Crawford,# 2,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,234,118,0,18,98
Crawford,# 3,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,202,100,0,7,95
Crawford,# 4,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,293,167,0,4,122
Crawford,# 5 no school VB city,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,259,154,0,7,98
Crawford,# 6 no school VB city,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,162,89,0,5,68
Crawford,# 7,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,150,67,0,3,80
Crawford,# 8,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,206,135,0,5,66
Crawford,# 9,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,239,135,0,7,97
Crawford,# 10,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,238,159,0,3,76
Crawford,# 11,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,235,159,0,7,69
Crawford,# 12,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,227,101,0,7,119
Crawford,# 13,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,284,116,0,9,159
Crawford,# 1,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,1250,835,0,3,412
Crawford,# 2,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,610,276,0,13,321
Crawford,# 3,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,417,218,0,14,185
Crawford,# 4,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,502,254,0,5,243
Crawford,# 5 no school VB city,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,484,251,0,18,215
Crawford,# 6 no school VB city,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,268,138,0,7,123
Crawford,# 7,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,316,139,0,3,174
Crawford,# 8,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,480,259,0,7,214
Crawford,# 9,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,409,215,0,4,190
Crawford,# 10,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,670,389,0,5,276
Crawford,# 11,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,593,383,0,9,201
Crawford,# 12,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,547,260,0,4,283
Crawford,# 13,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,589,239,1,8,341
Crawford,# 1,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,1137,740,0,14,383
Crawford,# 2,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,688,307,0,26,355
Crawford,# 3,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,468,247,0,9,212
Crawford,# 4,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,638,311,0,10,317
Crawford,# 5 no school VB city,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,523,286,0,15,222
Crawford,# 6 no school VB city,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,291,161,0,10,120
Crawford,# 7,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,341,140,0,5,196
Crawford,# 8,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,524,304,0,11,209
Crawford,# 9,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,470,234,0,10,226
Crawford,# 10,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,786,462,0,7,317
Crawford,# 11,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,656,427,0,10,219
Crawford,# 12,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,612,293,0,12,307
Crawford,# 13,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,599,232,1,11,355
Crawford,# 1,State Senate,29,REP,Jim Petty,2457,1534,0,19,904
Crawford,# 2,State Senate,29,REP,Jim Petty,1369,619,0,35,715
Crawford,# 3,State Senate,29,REP,Jim Petty,913,474,0,21,418
Crawford,# 4,State Senate,29,REP,Jim Petty,1160,558,0,17,585
Crawford,# 5 no school VB city,State Senate,29,REP,Jim Petty,1062,547,0,34,481
Crawford,# 6 no school VB city,State Senate,29,REP,Jim Petty,541,280,0,15,246
Crawford,# 7,State Senate,29,REP,Jim Petty,682,284,0,8,390
Crawford,# 8,State Senate,29,REP,Jim Petty,1017,563,0,12,442
Crawford,# 9,State Senate,29,REP,Jim Petty,928,475,0,10,443
Crawford,# 10,State Senate,29,REP,Jim Petty,1571,913,0,11,647
Crawford,# 11,State Senate,29,REP,Jim Petty,1329,831,0,18,480
Crawford,# 12,State Senate,29,REP,Jim Petty,1223,579,0,14,630
Crawford,# 13,State Senate,29,REP,Jim Petty,1245,483,2,23,737
Crawford,# 1,State House,24,REP,Representative Charlene Fite,1684,811,0,19,854
Crawford,# 2,State House,24,REP,Representative Charlene Fite,728,296,0,22,410
Crawford,# 8,State House,24,REP,Representative Charlene Fite,987,553,0,13,421
Crawford,# 9,State House,24,REP,Representative Charlene Fite,814,408,0,8,398
Crawford,# 10,State House,24,REP,Representative Charlene Fite,1019,546,0,7,466
Crawford,# 11,State House,24,REP,Representative Charlene Fite,1277,806,0,18,453
Crawford,# 12,State House,24,REP,Representative Charlene Fite,725,403,0,9,313
Crawford,# 10,State House,25,DEM,Caitlin Oxford,88,69,0,2,17
Crawford,# 12,State House,25,DEM,Caitlin Oxford,107,37,0,2,68
Crawford,# 13,State House,25,DEM,Caitlin Oxford,313,139,0,9,165
Crawford,# 10,State House,25,REP,Chad Puryear,483,315,0,4,164
Crawford,# 12,State House,25,REP,Chad Puryear,435,151,0,3,281
Crawford,# 13,State House,25,REP,Chad Puryear,1196,509,2,15,670
Crawford,# 2,State House,48,REP,Ryan A. Rose,614,309,0,14,291
Crawford,# 3,State House,48,REP,Ryan A. Rose,894,467,0,21,406
Crawford,# 4,State House,48,REP,Ryan A. Rose,1775,551,0,18,1206
Crawford,# 5 no school VB city,State House,48,REP,Ryan A. Rose,1005,522,0,32,451
Crawford,# 6 no school VB city,State House,48,REP,Ryan A. Rose,526,274,0,16,236
Crawford,# 7,State House,48,REP,Ryan A. Rose,666,276,0,7,383
Crawford,# 9,State House,48,REP,Ryan A. Rose,83,51,0,2,30
Crawford,# 1,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,2514,1608,0,19,887
Crawford,# 2,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,1399,634,0,35,730
Crawford,# 3,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,934,486,0,21,427
Crawford,# 4,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,1202,584,0,18,600
Crawford,# 5 no school VB city,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,1090,565,0,33,492
Crawford,# 6 no school VB city,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,570,297,0,16,257
Crawford,# 7,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,711,298,0,7,406
Crawford,# 8,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,1049,578,0,16,455
Crawford,# 9,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,952,486,0,12,454
Crawford,# 10,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,1619,938,0,13,668
Crawford,# 11,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,1362,861,0,18,483
Crawford,# 12,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,1266,599,0,15,652
Crawford,# 13,Circuit Clerk,,REP,REP Circuit Clerk Sharon  Blount -Ba,1271,499,2,24,746
Crawford,# 1,Justice of Peace # 01 District # 1,,DEM,DEM Sherry Marshall,294,139,0,8,147
Crawford,# 1,Justice of Peace # 01 District # 1,,REP,REP Robert Kevin Arnold,1302,475,0,11,816
Crawford,# 13,Constable # 13 District # 13,,REP,"REP John ""Jake"" Parette",1150,473,2,13,662
Crawford,# 13,Constable # 13 District # 13,,DEM,DEM Travis Steele,334,149,0,11,174
Crawford,# 8,Mayor Alma,,NON,Gary O. Perry,105,63,0,3,39
Crawford,# 11,Mayor Alma,,NON,Gary O. Perry,178,122,0,4,52
Crawford,# 12,Mayor Alma,,NON,Gary O. Perry,23,17,0,0,6
Crawford,# 8,Mayor Alma,,NON,"Edward L. ""Eddie"" Wakefield",91,57,0,2,32
Crawford,# 11,Mayor Alma,,NON,"Edward L. ""Eddie"" Wakefield",193,124,0,1,68
Crawford,# 12,Mayor Alma,,NON,"Edward L. ""Eddie"" Wakefield",23,17,0,0,6
Crawford,# 8,Mayor Alma,,NON,Jerry Martin,70,42,0,1,27
Crawford,# 11,Mayor Alma,,NON,Jerry Martin,176,104,0,5,67
Crawford,# 12,Mayor Alma,,NON,Jerry Martin,9,6,0,0,3
Crawford,# 8,Mayor Alma,,NON,Jimmy Fincher,123,87,0,0,36
Crawford,# 11,Mayor Alma,,NON,Jimmy Fincher,277,173,0,0,104
Crawford,# 12,Mayor Alma,,NON,Jimmy Fincher,119,83,0,2,34
Crawford,# 8,Mayor Alma,,NON,Brent Gardner,41,20,0,0,21
Crawford,# 11,Mayor Alma,,NON,Brent Gardner,74,47,0,3,24
Crawford,# 12,Mayor Alma,,NON,Brent Gardner,12,6,0,0,6
Crawford,# 1,Mayor Cedarville,,NON,Brian Conger,109,34,0,1,74
Crawford,# 1,Mayor Cedarville,,NON,Deborah Pinkerton,307,108,0,2,197
Crawford,# 13,Mayor Chester,,NON,Lacy Hendrix,22,10,2,0,10
Crawford,# 13,Mayor Chester,,NON,Shannon Smith,21,11,0,0,10
Crawford,# 12,Mayor Dyer,,NON,Paul Brown,123,53,0,3,67
Crawford,# 12,Mayor Dyer,,NON,Robert Porter,139,65,0,0,74
Crawford,# 8,Mayor Kibler,,NON,Andrew Crow    Unopposed,299,146,0,5,148
Crawford,# 13,Mayor Mountainburg,,NON,Susan Wilson   Unopposed,140,39,0,0,101
Crawford,# 12,Mayor Mulberry,,NON,Gary D. Baxter Unopposed,389,115,0,5,269
Crawford,# 10,Mayor Rudy,,NON,James L. Jones Unopposed,56,36,0,0,20
Crawford,# 11,Mayor Rudy,,NON,James L. Jones Unopposed,4,1,0,0,3
Crawford,# 2,Mayor Van Buren,,NON,Joe Hurst Unopposed,329,155,0,10,164
Crawford,# 3,Mayor Van Buren,,NON,Joe Hurst Unopposed,728,388,0,13,327
Crawford,# 4,Mayor Van Buren,,NON,Joe Hurst Unopposed,1786,587,0,15,1184
Crawford,# 5 no school VB city,Mayor Van Buren,,NON,Joe Hurst Unopposed,1066,564,0,29,473
Crawford,# 6 no school VB city,Mayor Van Buren,,NON,Joe Hurst Unopposed,556,289,0,15,252
Crawford,# 7,Mayor Van Buren,,NON,Joe Hurst Unopposed,278,116,0,5,157
Crawford,# 9,Mayor Van Buren,,NON,Joe Hurst Unopposed,159,91,0,3,65
Crawford,# 8,City Clerk/Treasurer Alma,,NON,Khristopher Miller Unopposed,331,208,0,4,119
Crawford,# 11,City Clerk/Treasurer Alma,,NON,Khristopher Miller Unopposed,716,455,0,13,248
Crawford,# 12,City Clerk/Treasurer Alma,,NON,Khristopher Miller Unopposed,148,101,0,2,45
Crawford,# 2,City Clerk/Treasurer Van Buren,,NON,Shawnna Reynolds Unopposed,302,142,0,10,150
Crawford,# 3,City Clerk/Treasurer Van Buren,,NON,Shawnna Reynolds Unopposed,697,370,0,13,314
Crawford,# 4,City Clerk/Treasurer Van Buren,,NON,Shawnna Reynolds Unopposed,1676,553,0,15,1108
Crawford,# 5 no school VB city,City Clerk/Treasurer Van Buren,,NON,Shawnna Reynolds Unopposed,995,525,0,28,442
Crawford,# 6 no school VB city,City Clerk/Treasurer Van Buren,,NON,Shawnna Reynolds Unopposed,537,280,0,16,241
Crawford,# 7,City Clerk/Treasurer Van Buren,,NON,Shawnna Reynolds Unopposed,274,117,0,5,152
Crawford,# 9,City Clerk/Treasurer Van Buren,,NON,Shawnna Reynolds Unopposed,150,87,0,1,62
Crawford,# 13,Secretary/Treasurer Chester,,NON,Sherry L. Belt Unopposed,34,15,1,0,18
Crawford,# 8,Treasurer Kibler,,NON,Jennifer Maynard Unopposed,305,146,0,5,154
Crawford,# 12,Recorder/Treasurer Mulberry,,NON,Carla Dickerson Unopposed,377,111,0,5,261
Crawford,# 13,Position 1 Chester,,NON,Grace George,24,13,2,0,9
Crawford,# 13,Position 1 Chester,,NON,Laverne Hughes,17,6,0,0,11
Crawford,# 13,Ward 1 Position 2 Mountainburg,,NON,Ricky C Kimes,74,23,0,0,51
Crawford,# 13,Ward 1 Position 2 Mountainburg,,NON,Susan Sharp,76,18,0,0,58
Crawford,# 2,Ward 1 Position 2 Van Buren,,NON,Jonathan Goins,145,63,0,4,78
Crawford,# 3,Ward 1 Position 2 Van Buren,,NON,Jonathan Goins,351,183,0,6,162
Crawford,# 4,Ward 1 Position 2 Van Buren,,NON,Jonathan Goins,814,262,0,9,543
Crawford,# 5 no school VB city,Ward 1 Position 2 Van Buren,,NON,Jonathan Goins,471,244,0,11,216
Crawford,# 6 no school VB city,Ward 1 Position 2 Van Buren,,NON,Jonathan Goins,251,130,0,8,113
Crawford,# 7,Ward 1 Position 2 Van Buren,,NON,Jonathan Goins,135,60,0,1,74
Crawford,# 9,Ward 1 Position 2 Van Buren,,NON,Jonathan Goins,85,50,0,1,34
Crawford,# 2,Ward 1 Position 2 Van Buren,,NON,Tonia L. Fry,168,84,0,6,78
Crawford,# 3,Ward 1 Position 2 Van Buren,,NON,Tonia L. Fry,364,199,0,7,158
Crawford,# 4,Ward 1 Position 2 Van Buren,,NON,Tonia L. Fry,996,337,0,8,651
Crawford,# 5 no school VB city,Ward 1 Position 2 Van Buren,,NON,Tonia L. Fry,599,330,0,19,250
Crawford,# 6 no school VB city,Ward 1 Position 2 Van Buren,,NON,Tonia L. Fry,315,173,0,10,132
Crawford,# 7,Ward 1 Position 2 Van Buren,,NON,Tonia L. Fry,138,57,0,4,77
Crawford,# 9,Ward 1 Position 2 Van Buren,,NON,Tonia L. Fry,78,45,0,3,30
Crawford,# 12,Ward 2 Position 1 Mulberry,,NON,Bobby Tweedy,261,84,0,1,176
Crawford,# 12,Ward 2 Position 1 Mulberry,,NON,Sherry Hesson,162,42,0,4,116
Crawford,# 12,Ward 3 Position 1 Dyer,,NON,Katherine Fry,109,51,0,3,55
Crawford,# 12,Ward 3 Position 1 Dyer,,NON,Cynthia Looney,73,33,0,0,40
Crawford,# 12,Ward 3 Position 1 Dyer,,NON,Michael Alan Scantlin,71,30,0,0,41
Crawford,# 12,Ward 3 Position 1 Mulberry,,NON,Wilma Peevy,235,89,0,3,143
Crawford,# 12,Ward 3 Position 1 Mulberry,,NON,Daimien Sadat Rice,199,43,0,2,154
Crawford,# 1,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,1016,687,0,10,319
Crawford,# 2,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,605,257,0,22,326
Crawford,# 3,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,495,249,0,11,235
Crawford,# 4,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,522,230,0,11,281
Crawford,# 5 no school VB city,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,502,263,0,11,228
Crawford,# 6 no school VB city,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,243,118,0,10,115
Crawford,# 7,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,334,115,0,10,209
Crawford,# 8,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,459,242,0,8,209
Crawford,# 9,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,420,216,0,10,194
Crawford,# 10,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,637,361,0,9,267
Crawford,# 11,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NON,FOR,642,408,0,15,219
